21:19:44 25/03/2022                                                          Resp.: valter
                  Período: 25/03/2018 á 25/03/2022

| CÓDIGO |         DESCRIÇÃO          |    TIPO    |   ORIGEM   |  DESTINO   |  QTD   |    DATA    |
| 151210 | PAINEL FRONTAL TRANSDUTOR  | Transferên |  Imprimir  |  Impresso  |   20   | 2020-09-16 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR | Transferên |  Imprimir  |  Impresso  |   10   | 2020-09-16 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   30   | 2020-09-16 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   6    | 2020-09-16 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   14   | 2020-09-16 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   35   | 2020-09-16 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-16 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   9    | 2020-09-16 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-16 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   9    | 2020-09-17 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Imprimir  |  300   | 2020-09-17 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Imprimir  |  Externo   |   4    | 2020-09-17 |
| 152910 | ESCALA 96 HD (BOBINA IMPOR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-17 |
| 152019 |     ESCALA 96 BK -240º     |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-17 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   50   | 2020-09-17 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-17 |
| 151168 | PAINEL TRANSD. TRIPLO CORR |   Saída    |  Impresso  |  Externo   |   9    | 2020-09-17 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   10   | 2020-09-17 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   3    | 2020-09-17 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-17 |
| 152075 |        ESCALA 48 PC        | Transferên |  Imprimir  |  Impresso  |   10   | 2020-09-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   8    | 2020-09-18 |
| 152019 |     ESCALA 96 BK -240º     |  Entrada   |  Externo   |  Imprimir  |   3    | 2020-09-18 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   45   | 2020-09-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   2    | 2020-09-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   13   | 2020-09-18 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-18 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-18 |
| 169051 |    VISOR INJETADO DG-96    |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-18 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   5    | 2020-09-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   20   | 2020-09-21 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Imprimir  |  200   | 2020-09-21 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Imprimir  |  Externo   |   11   | 2020-09-21 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR | Transferên |  Imprimir  |  Impresso  |  200   | 2020-09-21 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Imprimir  |  Externo   |   16   | 2020-09-21 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   5    | 2020-09-21 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Imprimir  |   16   | 2020-09-21 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   16   | 2020-09-21 |
| 152075 |        ESCALA 48 PC        |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-21 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |  300   | 2020-09-21 |
| 167262 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-21 |
| 169051 |    VISOR INJETADO DG-96    |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-21 |
| 151084 | PAINEL FRONTAL POT. ATIVA/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-21 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   13   | 2020-09-22 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   10   | 2020-09-22 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   39   | 2020-09-22 |
| 152077 | ESCALA BRANCA HZ 96 PC INT |  Entrada   |  Externo   |  Impresso  |   10   | 2020-09-22 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   10   | 2020-09-22 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   33   | 2020-09-22 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-22 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   6    | 2020-09-22 |
| 151168 | PAINEL TRANSD. TRIPLO CORR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-22 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-22 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   16   | 2020-09-23 |
| 151168 | PAINEL TRANSD. TRIPLO CORR |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-23 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   6    | 2020-09-23 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   10   | 2020-09-23 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   19   | 2020-09-23 |
| 152077 | ESCALA BRANCA HZ 96 PC INT |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-23 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   10   | 2020-09-23 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-23 |
| 152019 |     ESCALA 96 BK -240º     | Transferên |  Imprimir  |  Impresso  |   3    | 2020-09-24 |
| 151168 | PAINEL TRANSD. TRIPLO CORR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-24 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   9    | 2020-09-24 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-24 |
| 152019 |     ESCALA 96 BK -240º     |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-24 |
| 169053 |    VISOR INJETADO DG-48    |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-24 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   3    | 2020-09-24 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Imprimir  |   10   | 2020-09-25 |
| 152019 |     ESCALA 96 BK -240º     |  Entrada   |  Externo   |  Imprimir  |   1    | 2020-09-25 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   26   | 2020-09-25 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-25 |
| 152077 | ESCALA BRANCA HZ 96 PC INT |  Entrada   |  Externo   |  Impresso  |   1    | 2020-09-25 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   34   | 2020-09-25 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   12   | 2020-09-25 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   13   | 2020-09-25 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   2    | 2020-09-25 |
| 167262 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   1    | 2020-09-25 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   10   | 2020-09-28 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   10   | 2020-09-28 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ | Transferên |  Imprimir  |  Impresso  |   20   | 2020-09-28 |
| 169053 |    VISOR INJETADO DG-48    | Transferên |  Imprimir  |  Impresso  |   47   | 2020-09-28 |
| 152071 | ESCALA 72 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   30   | 2020-09-28 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-28 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   11   | 2020-09-28 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   14   | 2020-09-28 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   7    | 2020-09-28 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-28 |
| 167267 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-28 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-28 |
| 152037 |        ESCALA 96 SF        | Transferên |  Imprimir  |  Impresso  |   20   | 2020-09-29 |
| 152037 |        ESCALA 96 SF        | Transferên |  Imprimir  | Retrabalho |   3    | 2020-09-29 |
| 151119 | PAINEL FRONTAL TRANSDUT. C | Transferên |  Imprimir  |  Impresso  |   30   | 2020-09-29 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   8    | 2020-09-29 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   17   | 2020-09-29 |
| 152037 |        ESCALA 96 SF        |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-29 |
| 151119 | PAINEL FRONTAL TRANSDUT. C | Transferên |  Imprimir  |  Impresso  |   24   | 2020-09-30 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   54   | 2020-09-30 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-30 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   5    | 2020-09-30 |
| 151090 | PAINEL FRONTAL POT. ATIVA/ |   Saída    |  Impresso  |  Externo   |   4    | 2020-09-30 |
| 151168 | PAINEL TRANSD. TRIPLO CORR |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-30 |
| 169053 |    VISOR INJETADO DG-48    |   Saída    |  Impresso  |  Externo   |   40   | 2020-09-30 |
| 169051 |    VISOR INJETADO DG-96    |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-30 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   2    | 2020-09-30 |
| 167204 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-30 |
| 167203 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   3    | 2020-09-30 |
| 152037 |        ESCALA 96 SF        |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-30 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   1    | 2020-09-30 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   7    | 2020-09-30 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  | Retrabalho |   12   | 2020-10-01 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   48   | 2020-10-01 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-01 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   11   | 2020-10-01 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-01 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-01 |
| 169053 |    VISOR INJETADO DG-48    |  Entrada   |  Externo   |  Imprimir  |   59   | 2020-10-02 |
| 169053 |    VISOR INJETADO DG-48    | Transferên |  Imprimir  |  Impresso  |   20   | 2020-10-02 |
| 167225 | PAINEL TRASEIRO B. OLHAL T | Transferên |  Imprimir  |  Impresso  |   8    | 2020-10-02 |
| 167225 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Imprimir  |  Externo   |   1    | 2020-10-02 |
| 167225 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-02 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   5    | 2020-10-02 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   9    | 2020-10-02 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   34   | 2020-10-02 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   20   | 2020-10-02 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   3    | 2020-10-02 |
| 169053 |    VISOR INJETADO DG-48    |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-02 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   6    | 2020-10-02 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-02 |
| 167225 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-02 |
| 169053 |    VISOR INJETADO DG-48    | Transferên |  Imprimir  |  Impresso  |   4    | 2020-10-05 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   15   | 2020-10-05 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R |  Entrada   |  Externo   |  Imprimir  |   50   | 2020-10-05 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R | Transferên |  Imprimir  |  Impresso  |   9    | 2020-10-05 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R | Transferên |  Impresso  | Retrabalho |   4    | 2020-10-05 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   8    | 2020-10-05 |
| 152043 |        ESCALA 96 VD        |  Entrada   |  Externo   |  Imprimir  |  100   | 2020-10-05 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-05 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   40   | 2020-10-05 |
| 167225 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   5    | 2020-10-05 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-05 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   31   | 2020-10-05 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  | Transferên |  Imprimir  |  Impresso  |   56   | 2020-10-06 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |  Entrada   |  Externo   | Retrabalho |   6    | 2020-10-06 |
| 152075 |        ESCALA 48 PC        |  Entrada   |  Externo   | Retrabalho |   6    | 2020-10-06 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |  Entrada   |  Externo   | Retrabalho |   7    | 2020-10-06 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |  Entrada   |  Externo   | Retrabalho |   7    | 2020-10-06 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   | Retrabalho |   37   | 2020-10-06 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   | Retrabalho |   40   | 2020-10-06 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   7    | 2020-10-06 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |  Entrada   |  Externo   |  Impresso  |   3    | 2020-10-06 |
| 167267 | PAINEL TRASEIRO B. OLHAL T |  Entrada   |  Externo   |  Impresso  |   1    | 2020-10-06 |
| 167225 | PAINEL TRASEIRO B. OLHAL T |  Entrada   |  Externo   |  Impresso  |   2    | 2020-10-06 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   21   | 2020-10-06 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   1    | 2020-10-06 |
| 152077 | ESCALA BRANCA HZ 96 PC INT |  Entrada   |  Externo   |  Impresso  |   7    | 2020-10-06 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   36   | 2020-10-06 |
| 169051 |    VISOR INJETADO DG-96    |   Saída    |  Impresso  |  Externo   |   8    | 2020-10-06 |
| 169053 |    VISOR INJETADO DG-48    |   Saída    |  Impresso  |  Externo   |   3    | 2020-10-06 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   8    | 2020-10-06 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-06 |
| 151097 | PAINEL FRONTAL - COMBINADO |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-06 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   12   | 2020-10-06 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-06 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   21   | 2020-10-06 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |  Entrada   |  Externo   |  Imprimir  |  200   | 2020-10-07 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  | Transferên |  Imprimir  |  Impresso  |   30   | 2020-10-07 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   12   | 2020-10-07 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   15   | 2020-10-07 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   14   | 2020-10-07 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  | Transferên |  Imprimir  |  Impresso  |   10   | 2020-10-08 |
| 151119 | PAINEL FRONTAL TRANSDUT. C | Transferên |  Imprimir  |  Impresso  |   30   | 2020-10-08 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   2    | 2020-10-08 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   20   | 2020-10-08 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   42   | 2020-10-08 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-08 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   29   | 2020-10-08 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   24   | 2020-10-08 |
| 169051 |    VISOR INJETADO DG-96    |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-08 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-08 |
| 167182 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-08 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  | Retrabalho |   6    | 2020-10-09 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   45   | 2020-10-09 |
| 167258 | PAINEL TRASEIRO B. OLHAL T |   Saída    |  Impresso  |  Externo   |   5    | 2020-10-09 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   6    | 2020-10-09 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   9    | 2020-10-09 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-09 |
| 151210 | PAINEL FRONTAL TRANSDUTOR  |   Saída    |  Impresso  |  Externo   |   4    | 2020-10-09 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   31   | 2020-10-13 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   5    | 2020-10-13 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-13 |
| 151084 | PAINEL FRONTAL POT. ATIVA/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-13 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   13   | 2020-10-13 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   4    | 2020-10-13 |
| 152071 | ESCALA 72 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   12   | 2020-10-14 |
| 152069 | ESCALA 96 PI EM BRANCO - F | Transferên |  Imprimir  |  Impresso  |   10   | 2020-10-14 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   7    | 2020-10-14 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-14 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |   Saída    |  Impresso  |  Externo   |   2    | 2020-10-14 |
| 151119 | PAINEL FRONTAL TRANSDUT. C |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-14 |
| 167184 | PAINEL TRASEIRO PADRÃO BOR |   Saída    |  Impresso  |  Externo   |   3    | 2020-10-14 |
| 151090 | PAINEL FRONTAL POT. ATIVA/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-14 |
| 151084 | PAINEL FRONTAL POT. ATIVA/ |   Saída    |  Impresso  |  Externo   |   1    | 2020-10-14 |
| 152068 | ESCALA 72 PI EM BRANCO - F |   Saída    |  Impresso  |  Externo   |   20   | 2020-10-14 |
| 152069 | ESCALA 96 PI EM BRANCO - F |   Saída    |  Impresso  |  Externo   |   10   | 2020-10-14 |
| 167203 | PAINEL TRASEIRO B. OLHAL T |  Entrada   |  Externo   |  Imprimir  |   25   | 2020-10-28 |
| 167203 | PAINEL TRASEIRO B. OLHAL T | Transferên |  Imprimir  |  Impresso  |   3    | 2020-10-28 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R | Transferên |  Imprimir  |  Impresso  |   8    | 2020-10-29 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    | Retrabalho |  Externo   |   8    | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Imprimir  |   1    | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |   2    | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   | Retrabalho |   2    | 2021-05-18 |
| 151118 | PAINEL FRONTAL TRANSD. DC/ |  Entrada   |  Externo   |  Impresso  |   0    | 2021-05-18 |
| 151169 | PAINEL TRANSDUTOR TEMP./ R |  Entrada   |  Externo   |  Imprimir  |   2    | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Imprimir  |   10   | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   20   | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Imprimir  |   20   | 2021-05-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   20   | 2021-05-18 |
| 152071 | ESCALA 72 PC FM/BM INTERC. | Transferên |  Imprimir  |  Impresso  |   23   | 2021-08-12 |
| 152071 | ESCALA 72 PC FM/BM INTERC. |  Entrada   |  Externo   |  Imprimir  |  100   | 2021-10-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |   Saída    |  Impresso  |  Externo   |   6    | 2021-10-18 |
| 152072 | ESCALA 96 PC FM/BM INTERC. |  Entrada   |  Externo   |  Impresso  |  100   | 2021-11-10 |
